Source,Name,Status,Date,Review,Place,cleaned_review,cleaned_review_indo,token,joined_token,label
https://lh3.googleusercontent.com/a-/ALV-UjUvQu-YmyiKVMLG8TtuViFhc-NB9eX0uhMKR6lkpT5rOqVwGps=w72-h72-p-rp-mo-ba6-br100,Gita Putri,"Local Guide Â· 259 reviews Â· 1,981 photos",3 years ago,"A clinic belongs to the Christian University of Satya Wacana for its students and staff, and is also open to the public and BPJS (national health system).
They have dentist, test lab, pharmacy along with their general practitioners. â¦",Klinik UKSW,a clinic belongs to the christian university of satya wacana for its students and staff and is also open to the public and bpjs national health system they have dentist test lab pharmacy along with their general practitioners,"Sebuah klinik milik Universitas Kristen Satya Wacana untuk siswa dan stafnya dan juga terbuka untuk umum dan sistem kesehatan nasional BPJ, mereka memiliki apotek laboratorium uji dokter gigi bersama dengan dokter umum mereka","['buah', 'klinik', 'milik', 'universitas', 'kristen', 'satya', 'wacana', '', 'siswa', '', 'staf', '', '', 'buka', '', 'umum', '', 'sistem', 'sehat', 'nasional', 'bpj', '', 'milik', 'apotek', 'laboratorium', 'uji', 'dokter', 'gigi', 'sama', '', 'dokter', 'umum', '']",buah klinik milik universitas kristen satya wacana  siswa  staf   buka  umum  sistem sehat nasional bpj  milik apotek laboratorium uji dokter gigi sama  dokter umum ,Neutral
https://lh3.googleusercontent.com/a-/ALV-UjWpUUdAHf-ZuO12a5XJ1Z99n7VnOAcpICcmS7UyCCG6IrwGUoU=w72-h72-p-rp-mo-br100,Jena Ariantje,1 review Â· 4 photos,7 months ago,Dental clinic services seem to need to be evaluated. The tools used are not enough and the doctor does not give enough guidance for dental conditions that are starting to get worse. The filling is not strong and actually makes the hole in the tooth bigger.,Klinik UKSW,dental clinic services seem to need to be evaluated the tools used are not enough and the doctor does not give enough guidance for dental conditions that are starting to get worse the filling is not strong and actually makes the hole in the tooth bigger,Layanan Klinik Gigi tampaknya perlu dievaluasi alat yang digunakan tidak cukup dan dokter tidak memberikan panduan yang cukup untuk kondisi gigi yang mulai menjadi lebih buruk pengisiannya tidak kuat dan benar -benar membuat lubang di gigi lebih besar,"['layan', 'klinik', 'gigi', 'tampak', 'perlu', 'evaluasi', 'alat', '', 'guna', '', 'cukup', '', 'dokter', '', 'beri', 'pandu', '', 'cukup', '', 'kondisi', 'gigi', '', 'mulai', 'jadi', 'lebih', 'buruk', 'isi', '', 'kuat', '', 'benar', '-benar', 'buat', 'lubang', '', 'gigi', 'lebih', 'besar']",layan klinik gigi tampak perlu evaluasi alat  guna  cukup  dokter  beri pandu  cukup  kondisi gigi  mulai jadi lebih buruk isi  kuat  benar -benar buat lubang  gigi lebih besar,Negative
https://lh3.googleusercontent.com/a-/ALV-UjVrooT7EBv2BJpDhKq-exfChrWwORVaWl5Yr_PJNsArtig0j0Wa=w72-h72-p-rp-mo-ba5-br100,Friska Yohana,Local Guide Â· 117 reviews Â· 517 photos,3 years ago,"The UKSW Polyclinic provides general examinations and BPJS. Anyone can check here. Not only serving UKSW employees and students. There are general clinics and dental clinics, along with laboratories for blood tests.",Klinik UKSW,the uksw polyclinic provides general examinations and bpjs anyone can check here not only serving uksw employees and students there are general clinics and dental clinics along with laboratories for blood tests,UKSW Polyclinic menyediakan ujian umum dan BPJ yang dapat diperiksa siapa pun di sini tidak hanya melayani karyawan dan siswa UKSW ada klinik umum dan klinik gigi bersama dengan laboratorium untuk tes darah,"['uksw', 'polyclinic', 'sedia', 'uji', 'umum', '', 'bpj', '', '', 'periksa', 'siapa', '', '', 'sini', '', '', 'layan', 'karyawan', '', 'siswa', 'uksw', '', 'klinik', 'umum', '', 'klinik', 'gigi', 'sama', '', 'laboratorium', '', 'tes', 'darah']",uksw polyclinic sedia uji umum  bpj   periksa siapa   sini   layan karyawan  siswa uksw  klinik umum  klinik gigi sama  laboratorium  tes darah,Neutral
https://lh3.googleusercontent.com/a-/ALV-UjXDc7zb5Tqx0JwN4a4y23_QDIkviDzHnUBvi9pepFr3BNg4RkG8=w72-h72-p-rp-mo-ba4-br100,Zalma Anisa,Local Guide Â· 54 reviews Â· 133 photos,6 years ago,"In the morning the queue is quite busy but in the afternoon it starts to get quiet. Fast service both during registration or examination by a doctor. Because I'm a UKSW student, I got the medicine for free and even the medicine I was given was of good quality",Klinik UKSW,in the morning the queue is quite busy but in the afternoon it starts to get quiet fast service both during registration or examination by a doctor because im a uksw student i got the medicine for free and even the medicine i was given was of good quality,Di pagi hari antriannya cukup sibuk tetapi di sore hari mulai mendapatkan pelayanan cepat diam baik selama pendaftaran atau pemeriksaan oleh dokter karena saya seorang siswa UKSW saya mendapatkan obat secara gratis dan bahkan obat yang saya berikan berkualitas baik,"['di', 'pagi', 'hari', 'antri', 'cukup', 'sibuk', '', '', 'sore', 'hari', 'mulai', 'dapat', 'layan', 'cepat', 'diam', 'baik', 'lama', 'daftar', '', 'periksa', '', 'dokter', '', '', 'orang', 'siswa', 'uksw', '', 'dapat', 'obat', '', 'gratis', '', 'bahkan', 'obat', '', '', 'ikan', 'kualitas', 'baik']",di pagi hari antri cukup sibuk   sore hari mulai dapat layan cepat diam baik lama daftar  periksa  dokter   orang siswa uksw  dapat obat  gratis  bahkan obat   ikan kualitas baik,Positive
https://lh3.googleusercontent.com/a-/ALV-UjXAmLyV-Gbk2wWxF8QDhdnRTeZt8KuexC3cReibK5r-a9FENe5l=w72-h72-p-rp-mo-ba5-br100,Asta,Local Guide Â· 263 reviews Â· 558 photos,7 years ago,"It's easy to access from Jalan Kartini, the service is pretty good. Asking for a referral is easy, easy, difficult.",Klinik UKSW,its easy to access from jalan kartini the service is pretty good asking for a referral is easy easy difficult,Mudah diakses dari Jalan Kartini Layanan ini cukup bagus meminta rujukan itu mudah mudah sulit,"['mudah', 'akses', '', 'jalan', 'kartini', 'layan', '', 'cukup', 'bagus', 'rujuk', '', 'mudah', 'mudah', 'sulit']",mudah akses  jalan kartini layan  cukup bagus rujuk  mudah mudah sulit,Positive
https://lh3.googleusercontent.com/a/ACg8ocLGICoSM9a3ACidtEDtpwv7pKcdXd0vvI_h4FS6sgfGDvcg3Q=w72-h72-p-rp-mo-br100,Citra Kristiani,4 reviews,9 months ago,"First time here. Then directed to fill in identification, but NOT TOLD to put in card. Who knows, try it. When I asked, was it still long or not, the man at the printer had a very high tone ""that's why you read it"". If you're sick, it's â¦",Klinik UKSW,first time here then directed to fill in identification but not told to put in card who knows try it when i asked was it still long or not the man at the printer had a very high tone thats why you read it if youre sick its,Pertama kali di sini kemudian diarahkan untuk mengisi identifikasi tetapi tidak disuruh memasukkan kartu yang tahu mencobanya ketika saya bertanya apakah itu masih lama atau tidak pria di printer memiliki nada yang sangat tinggi itu sebabnya Anda membacanya jika Anda sakit itu,"['pertama', 'kali', '', 'sini', 'kemudian', 'arah', '', 'isi', 'identifikasi', '', '', 'suruh', 'masuk', 'kartu', '', 'tahu', 'coba', '', '', 'tanya', '', '', '', 'lama', '', '', 'pria', '', 'printer', 'milik', 'nada', '', 'sangat', 'tinggi', '', 'sebab', 'anda', 'baca', '', 'anda', 'sakit', '']",pertama kali  sini kemudian arah  isi identifikasi   suruh masuk kartu  tahu coba   tanya    lama   pria  printer milik nada  sangat tinggi  sebab anda baca  anda sakit ,Neutral
https://lh3.googleusercontent.com/a/ACg8ocIlLZ41-q0OlA69UZtF_AuAaaxHiv9K5HxlssrzGUBMwRu4iQ=w72-h72-p-rp-mo-br100,VENTY ADELIA RESTY LAY,1 review,9 months ago,"The service is bad... the staff who work are really rude!! When asked to weigh himself, he even asked how much he weighed. Severeðð» â¦",Klinik UKSW,the service is bad the staff who work are really rude when asked to weigh himself he even asked how much he weighed severe,"Layanannya buruk, staf yang bekerja sangat kasar ketika diminta untuk menimbang dirinya sendiri, dia bahkan bertanya berapa beratnya parah","['layan', 'buruk', 'staf', '', 'kerja', 'sangat', 'kasar', '', '', 'timbang', 'diri', 'sendiri', '', 'bahkan', 'tanya', 'berapa', 'berat', 'parah']",layan buruk staf  kerja sangat kasar   timbang diri sendiri  bahkan tanya berapa berat parah,Negative
https://lh3.googleusercontent.com/a/ACg8ocLXI-JwQeYuW-Mh3ZsMRym3t9TLDS6MPJyYPHwMiUgIRHWsrQ=w72-h72-p-rp-mo-br100,Oak,1 review,a month ago,The service takes a really LONG time,Klinik UKSW,the service takes a really long time,Layanan membutuhkan waktu yang sangat lama,"['layan', 'butuh', 'waktu', '', 'sangat', 'lama']",layan butuh waktu  sangat lama,Negative
https://lh3.googleusercontent.com/a-/ALV-UjWTB4EtafLrWfHbfIZ0j17nX1eMmh5gyc-6D65SXB44Y4Qy9Xo=w72-h72-p-rp-mo-ba5-br100,Fajar Bramanto,Local Guide Â· 285 reviews Â· 13 photos,3 months ago,"Comfortable, good service, and calm atmosphere",Klinik UKSW,comfortable good service and calm atmosphere,pelayanan yang nyaman dan suasana tenang,"['layan', '', 'nyaman', '', 'suasana', 'tenang']",layan  nyaman  suasana tenang,Positive
https://lh3.googleusercontent.com/a-/ALV-UjV6yeuiI8dpQfM4LQPkamujHlECrVAVcpz8xDyyxphKLEjUYTE=w72-h72-p-rp-mo-ba5-br100,Hana Rhemawati,Local Guide Â· 175 reviews Â· 201 photos,2 years ago,Especially for dentists... I used to clean tartar and it was really clean. Now there are still many people left in the corner... finally decided to go to another dentist for scaling... double the cost... because I was uncomfortable with the â¦,Klinik UKSW,especially for dentists i used to clean tartar and it was really clean now there are still many people left in the corner finally decided to go to another dentist for scaling double the cost because i was uncomfortable with the,Terutama untuk dokter gigi yang saya gunakan untuk membersihkan tartar dan itu benar -benar bersih sekarang masih ada banyak orang yang tersisa di sudut akhirnya memutuskan untuk pergi ke dokter gigi lain untuk meningkatkan biaya ganda karena saya tidak nyaman dengan,"['utama', '', 'dokter', 'gigi', '', '', 'guna', '', 'bersih', 'tartar', '', '', 'benar', '-benar', 'bersih', 'sekarang', '', '', 'banyak', 'orang', '', 'sisa', '', 'sudut', 'akhir', 'putus', '', 'pergi', '', 'dokter', 'gigi', '', '', 'tingkat', 'biaya', 'ganda', '', '', '', 'nyaman', '']",utama  dokter gigi   guna  bersih tartar   benar -benar bersih sekarang   banyak orang  sisa  sudut akhir putus  pergi  dokter gigi   tingkat biaya ganda    nyaman ,Negative
https://lh3.googleusercontent.com/a/ACg8ocKGvxX28-DOyirdbLfSWPWwCAUnA3Hik8NUBbu8DyzYBLOXZA=w72-h72-p-rp-mo-br100,ayu kurnia,5 reviews Â· 3 photos,a year ago,"In general, poly clinics are by far the best compared to other clinics. Toddlers come first, the service is friendly, the doctor is also friendly and informative.",Klinik UKSW,in general poly clinics are by far the best compared to other clinics toddlers come first the service is friendly the doctor is also friendly and informative,"Secara umum, klinik poli sejauh ini adalah yang terbaik dibandingkan dengan klinik lain balita datang pertama layanan ini ramah dokter juga ramah dan informatif","['cara', 'umum', 'klinik', 'pol', 'jauh', '', '', '', 'baik', 'banding', '', 'klinik', '', 'balita', 'datang', 'pertama', 'layan', '', 'ramah', 'dokter', '', 'ramah', '', 'informatif']",cara umum klinik pol jauh    baik banding  klinik  balita datang pertama layan  ramah dokter  ramah  informatif,Neutral
https://lh3.googleusercontent.com/a-/ALV-UjVcoC0-M1gsy4-oJcpQ33ixT48Qmeovh9NYZWdcVnH77vWV1-1-=w72-h72-p-rp-mo-ba5-br100,Erlangga Galih,Local Guide Â· 124 reviews Â· 422 photos,6 years ago,"My advice is to come here just to ask for a referral for the first health facility here, otherwise don't come here if you're sick, you could get sicker, queuing to be the first person to come, writing in the book, at the top of the queue â¦",Klinik UKSW,my advice is to come here just to ask for a referral for the first health facility here otherwise dont come here if youre sick you could get sicker queuing to be the first person to come writing in the book at the top of the queue,"Saran saya adalah datang ke sini hanya untuk meminta rujukan untuk fasilitas kesehatan pertama di sini jika tidak, jangan datang ke sini jika Anda sakit, Anda bisa mendapatkan antrian yang lebih sakit menjadi orang pertama yang datang menulis di buku di bagian atas antrian","['saran', '', '', 'datang', '', 'sini', '', '', 'rujuk', '', 'fasilitas', 'sehat', 'pertama', '', 'sini', '', 'tidak', 'jangan', 'datang', '', 'sini', '', 'anda', 'sakit', 'anda', '', 'dapat', 'antri', '', 'lebih', 'sakit', 'jadi', 'orang', 'pertama', '', 'datang', 'tulis', '', 'buku', '', 'bagi', 'atas', 'antri']",saran   datang  sini   rujuk  fasilitas sehat pertama  sini  tidak jangan datang  sini  anda sakit anda  dapat antri  lebih sakit jadi orang pertama  datang tulis  buku  bagi atas antri,Neutral
https://lh3.googleusercontent.com/a-/ALV-UjVDCxyQuiBRestgfTYF1eSPjF345c-eJDcmieUUBv9HFUa5S9mL=w72-h72-p-rp-mo-ba4-br100,Aholiab Sanjaya,Local Guide Â· 44 reviews Â· 223 photos,3 years ago,"The young dentist's service is very unprofessional. My advice is if you have a toothache, don't come here, it will cause more pain... It's better to go to another dentist. â¦",Klinik UKSW,the young dentists service is very unprofessional my advice is if you have a toothache dont come here it will cause more pain its better to go to another dentist,"Layanan dokter gigi muda sangat tidak profesional saran saya adalah jika Anda sakit gigi tidak datang ke sini akan menyebabkan lebih banyak rasa sakit, lebih baik pergi ke dokter gigi lain","['layan', 'dokter', 'gigi', 'muda', 'sangat', '', 'profesional', 'saran', '', '', '', 'anda', 'sakit', 'gigi', '', 'datang', '', 'sini', '', 'sebab', 'lebih', 'banyak', 'rasa', 'sakit', 'lebih', 'baik', 'pergi', '', 'dokter', 'gigi', '']",layan dokter gigi muda sangat  profesional saran    anda sakit gigi  datang  sini  sebab lebih banyak rasa sakit lebih baik pergi  dokter gigi ,Positive
https://lh3.googleusercontent.com/a-/ALV-UjUZwtzao5926O6rbVgXayoFOTAfM-YjtGnZAVRwoHd-8T4qOjM=w72-h72-p-rp-mo-ba6-br100,Suprianto Wila,"Local Guide Â· 197 reviews Â· 1,393 photos",4 years ago,"Very good service.

Tip: for undergraduate students, take advantage of free dental health services â¦",Klinik UKSW,very good service tip for undergraduate students take advantage of free dental health services,Kiat layanan yang sangat baik untuk mahasiswa sarjana memanfaatkan layanan kesehatan gigi gratis,"['kiat', 'layan', '', 'sangat', 'baik', '', 'mahasiswa', 'sarjana', 'manfaat', 'layan', 'sehat', 'gigi', 'gratis']",kiat layan  sangat baik  mahasiswa sarjana manfaat layan sehat gigi gratis,Positive
https://lh3.googleusercontent.com/a/ACg8ocI4sA4ru8WIuOoSK9Ie-mfohZOdbGiJIe1qcs6nlLRWnIvN3Q=w72-h72-p-rp-mo-br100,Sherena Handal,3 reviews,3 years ago,"The dentist is not very friendly. For polyclinics, generally if you want to ask for a BPJS referral, there is a quota, you have to go there and back.",Klinik UKSW,the dentist is not very friendly for polyclinics generally if you want to ask for a bpjs referral there is a quota you have to go there and back,Dokter gigi tidak terlalu ramah untuk poliklinik secara umum jika Anda ingin meminta rujukan BPJS ada kuota yang harus Anda tuju dan kembali,"['dokter', 'gigi', '', 'terlalu', 'ramah', '', 'poliklinik', '', 'umum', '', 'anda', '', 'rujuk', 'bpjs', '', 'kuota', '', '', 'anda', 'tuju', '', '']",dokter gigi  terlalu ramah  poliklinik  umum  anda  rujuk bpjs  kuota   anda tuju  ,Negative
https://lh3.googleusercontent.com/a-/ALV-UjUeFeDEMOjmAF4e2iAZstAvaBp5AZnOxc2gVdMwiM4wBS0flb0=w72-h72-p-rp-mo-ba4-br100,Khrisma Jatiajie,Local Guide Â· 91 reviews Â· 58 photos,a year ago,"Hopefully in the future it will be better, friendlier, more caring and understanding, because it brings Christian values ââas a Christian clinic.",Klinik UKSW,hopefully in the future it will be better friendlier more caring and understanding because it brings christian values as a christian clinic,Semoga di masa depan akan lebih ramah lebih ramah dan pengertian karena membawa nilai -nilai Kristen sebagai klinik Kristen,"['moga', '', 'masa', 'depan', '', 'lebih', 'ramah', 'lebih', 'ramah', '', 'erti', '', 'bawa', 'nilai', '-nilai', 'kristen', '', 'klinik', 'kristen']",moga  masa depan  lebih ramah lebih ramah  erti  bawa nilai -nilai kristen  klinik kristen,Positive
https://lh3.googleusercontent.com/a-/ALV-UjUb5_dWoO5nSrAXrD-DO1jEdaf9N4ms-sQJ0PDSEE2t8AFBeplt=w72-h72-p-rp-mo-ba4-br100,Ardi Bongga,Local Guide Â· 26 reviews Â· 193 photos,5 years ago,"The service is very good and everyone who works here is very friendly""ð â¦",Klinik UKSW,the service is very good and everyone who works here is very friendly,Layanan ini sangat bagus dan semua orang yang bekerja di sini sangat ramah,"['layan', '', 'sangat', 'bagus', '', 'semua', 'orang', '', 'kerja', '', 'sini', 'sangat', 'ramah']",layan  sangat bagus  semua orang  kerja  sini sangat ramah,Positive
https://lh3.googleusercontent.com/a-/ALV-UjX-ifz3J7W5KoF5HuTkvN-1QBrDAOUfVJzZ0oyTPCYNT_P4QCOe6Q=w72-h72-p-rp-mo-br100,Dorothea Alexandra Manuputty,4 reviews,6 years ago,"The dental clinic didn't provide a solution, they were supposed to give a referral for root treatment but instead it was immediately filled, the doctor knew but was stubborn, in the end my teeth often hurt",Klinik UKSW,the dental clinic didnt provide a solution they were supposed to give a referral for root treatment but instead it was immediately filled the doctor knew but was stubborn in the end my teeth often hurt,Klinik gigi tidak memberikan solusi yang seharusnya mereka berikan rujukan untuk perawatan akar tetapi sebaliknya langsung diisi yang diketahui dokter tetapi keras kepala pada akhirnya gigi saya sering sakit,"['klinik', 'gigi', '', 'beri', 'solusi', '', '', '', 'ikan', 'rujuk', '', 'awat', 'akar', '', 'balik', 'langsung', 'isi', '', 'tahu', 'dokter', '', 'keras', 'kepala', '', 'akhir', 'gigi', '', 'sering', 'sakit']",klinik gigi  beri solusi    ikan rujuk  awat akar  balik langsung isi  tahu dokter  keras kepala  akhir gigi  sering sakit,Neutral
https://lh3.googleusercontent.com/a-/ALV-UjX7SauTCVTSq5XnJ7bmZ-TzbLuBlXF8Y8mdP5pRLPO4KZSmwOsl=w72-h72-p-rp-mo-br100,elisabet yasinta,6 reviews,5 years ago,"In the past, every time I came here, I was served well. I don't know why I came earlier with the aim of wanting treatment but I was told I couldn't because the quota was already more than 30. The period of service is only limited to the quota, if you serve the sick people who really want treatment, it's like this.",Klinik UKSW,in the past every time i came here i was served well i dont know why i came earlier with the aim of wanting treatment but i was told i couldnt because the quota was already more than the period of service is only limited to the quota if you serve the sick people who really want treatment its like this,"Di masa lalu setiap kali saya datang ke sini, saya dilayani dengan baik, saya tidak tahu mengapa saya datang lebih awal dengan tujuan menginginkan perawatan tetapi saya diberitahu bahwa saya tidak bisa karena kuota sudah lebih dari periode pelayanan hanya terbatas pada kuota jika Anda melayani orang sakit yang benar -benar menginginkan perawatan seperti ini seperti ini","['di', 'masa', 'lalu', '', 'kali', '', 'datang', '', 'sini', '', 'layan', '', 'baik', '', '', 'tahu', '', '', 'datang', 'lebih', 'awal', '', 'tuju', 'ingin', 'awat', '', '', 'diberitahu', '', '', '', '', '', 'kuota', '', 'lebih', '', 'periode', 'layan', '', 'batas', '', 'kuota', '', 'anda', 'layan', 'orang', 'sakit', '', 'benar', '-benar', 'ingin', 'awat', '', '', '', '']",di masa lalu  kali  datang  sini  layan  baik   tahu   datang lebih awal  tuju ingin awat   diberitahu      kuota  lebih  periode layan  batas  kuota  anda layan orang sakit  benar -benar ingin awat    ,Negative
https://lh3.googleusercontent.com/a-/ALV-UjUjpcrpnI25noN-w7SFv5vrNokDOS4sCBu2cxTWNmlZFHZHq0Y=w72-h72-p-rp-mo-ba3-br100,mikachissa adora,Local Guide Â· 20 reviews Â· 127 photos,3 years ago,"The place is very quiet, not noisy, cool because it is in the UKSW dormitory environment. The service is good and friendly. According to health protocols. Comfortable to be treated here. The medicine given is also good.",Klinik UKSW,the place is very quiet not noisy cool because it is in the uksw dormitory environment the service is good and friendly according to health protocols comfortable to be treated here the medicine given is also good,"Tempatnya sangat tenang, tidak keren karena berada di lingkungan asrama UKSW, layanan ini baik dan ramah menurut protokol kesehatan yang nyaman diperlakukan di sini obat yang diberikan juga baik","['tempat', 'sangat', 'tenang', '', 'keren', '', 'ada', '', 'lingkung', 'asrama', 'uksw', 'layan', '', 'baik', '', 'ramah', '', 'protokol', 'sehat', '', 'nyaman', 'laku', '', 'sini', 'obat', '', 'beri', '', 'baik']",tempat sangat tenang  keren  ada  lingkung asrama uksw layan  baik  ramah  protokol sehat  nyaman laku  sini obat  beri  baik,Positive
https://lh3.googleusercontent.com/a/ACg8ocIQPL18IFMTcj30WqLxXFhTMpSUP4OnFJIE5gH0DnsG93Lmng=w72-h72-p-rp-mo-ba8-br100,isywara puraya,"Local Guide Â· 741 reviews Â· 18,575 photos",8 years ago,"Maybe someone is not satisfied with the clinic's humane services. Each person has their own experiences and impressions, individualistic. But I have decades of experience with clinics. Responsive and provides solutions. The pharmacy is quite adequate, as is the lab. One stop, except for those who have to be hospitalized.",Klinik UKSW,maybe someone is not satisfied with the clinics humane services each person has their own experiences and impressions individualistic but i have decades of experience with clinics responsive and provides solutions the pharmacy is quite adequate as is the lab one stop except for those who have to be hospitalized,"Mungkin seseorang tidak puas dengan klinik layanan manusiawi setiap orang memiliki pengalaman dan kesan individualistis tetapi saya memiliki pengalaman puluhan tahun dengan klinik yang responsif dan memberikan solusi, apotek cukup memadai seperti halnya laboratorium satu pemberhentian kecuali bagi mereka yang harus dirawat di rumah sakit","['mungkin', 'orang', '', 'puas', '', 'klinik', 'layan', 'manusiawi', '', 'orang', 'milik', 'alam', '', 'kesan', 'individualistis', '', '', 'milik', 'alam', 'puluh', 'tahun', '', 'klinik', '', 'responsif', '', 'beri', 'solusi', 'apotek', 'cukup', 'pada', '', 'hal', 'laboratorium', 'satu', 'henti', '', '', '', '', '', 'rawat', '', 'rumah', 'sakit']",mungkin orang  puas  klinik layan manusiawi  orang milik alam  kesan individualistis   milik alam puluh tahun  klinik  responsif  beri solusi apotek cukup pada  hal laboratorium satu henti      rawat  rumah sakit,Negative
https://lh3.googleusercontent.com/a-/ALV-UjU1qUhJZZ4Otx_3qcty8eAHYqhmTBt55nZ7CBKDyACS-P_kUvs=w72-h72-p-rp-mo-br100,Anggie Putra Pradana,1 review,3 years ago,"Just asking for a referral letter for a pregnant wife was not given... for various reasons, this rule came from the doctor...",Klinik UKSW,just asking for a referral letter for a pregnant wife was not given for various reasons this rule came from the doctor,Hanya meminta surat rujukan untuk istri hamil tidak diberikan karena berbagai alasan aturan ini berasal dari dokter,"['hanya', 'surat', 'rujuk', '', 'istri', 'hamil', '', 'beri', '', 'bagai', 'alas', 'atur', '', 'asal', '', 'dokter']",hanya surat rujuk  istri hamil  beri  bagai alas atur  asal  dokter,Neutral
https://lh3.googleusercontent.com/a-/ALV-UjWtE0xFVDJbhAka7Cv5COy5uDlU7KWYCqRuD-DYvOwrjLHDLFtX7w=w72-h72-p-rp-mo-br100,Ana Maria Ika Devy Windyaningrum,3 reviews Â· 2 photos,a year ago,"One stop service, complete. The parking area is spacious and safe guarded by security ððð â¦",Klinik UKSW,one stop service complete the parking area is spacious and safe guarded by security,Layanan One Stop Selesaikan area parkir luas dan aman dijaga oleh keamanan,"['layan', 'one', 'stop', 'selesai', 'area', 'parkir', 'luas', '', 'aman', 'jaga', '', 'aman']",layan one stop selesai area parkir luas  aman jaga  aman,Positive
https://lh3.googleusercontent.com/a-/ALV-UjU1OicphCN6IDt8uTNxmBFy0FYrNGgsR7C54-cWoLfcs80PJ5p7=w72-h72-p-rp-mo-ba4-br100,Conan Edogawa,Local Guide Â· 60 reviews Â· 151 photos,6 years ago,The service is not friendly and it is better to look for another place for treatment. The point is that it can be more reliable.,Klinik UKSW,the service is not friendly and it is better to look for another place for treatment the point is that it can be more reliable,Layanan ini tidak ramah dan lebih baik mencari tempat lain untuk perawatan intinya adalah bahwa itu bisa lebih dapat diandalkan,"['layan', '', '', 'ramah', '', 'lebih', 'baik', 'cari', 'tempat', '', '', 'awat', 'inti', '', '', '', '', 'lebih', '', 'andal']",layan   ramah  lebih baik cari tempat   awat inti     lebih  andal,Positive
https://lh3.googleusercontent.com/a-/ALV-UjWCVXkjAg5mbJVwNlrVOtfBUWi37MLw1EeFvCg_m75_3-mohe4M=w72-h72-p-rp-mo-ba4-br100,Arya Adikristya,Local Guide Â· 131 reviews Â· 182 photos,8 years ago,"Be diligent in asking questions if you are seeking treatment here. If you are too lazy to ask, beware that the doctor will answer it indirectly.",Klinik UKSW,be diligent in asking questions if you are seeking treatment here if you are too lazy to ask beware that the doctor will answer it indirectly,rajin mengajukan pertanyaan jika Anda mencari perawatan di sini jika Anda terlalu malas untuk bertanya berhati -hati bahwa dokter akan menjawabnya secara tidak langsung,"['rajin', 'aju', 'tanya', '', 'anda', 'cari', 'awat', '', 'sini', '', 'anda', 'terlalu', 'malas', '', 'tanya', 'hati', '-hati', '', 'dokter', '', 'jawab', '', '', 'langsung']",rajin aju tanya  anda cari awat  sini  anda terlalu malas  tanya hati -hati  dokter  jawab   langsung,Negative
https://lh3.googleusercontent.com/a-/ALV-UjWQCQH1WELDNNYzuLO_gATNDWU69YoWFGfbq4GQQh9JJZUFg3dc=w72-h72-p-rp-mo-ba4-br100,Yosi Ani,Local Guide Â· 58 reviews Â· 27 photos,a month ago,Good service,Klinik UKSW,good service,pelayanan yang baik,"['layan', '', 'baik']",layan  baik,Positive
https://lh3.googleusercontent.com/a-/ALV-UjU4ut0tfi0MivAQNodlBGiLDVMSc4aYEriEtBT49CrtbCaGjXMQ=w72-h72-p-rp-mo-ba3-br100,Moses Umar,Local Guide Â· 16 reviews Â· 7 photos,3 months ago,Good,Klinik UKSW,good,Bagus,['bagus'],bagus,Positive
https://lh3.googleusercontent.com/a-/ALV-UjW80wKRjuL1h6w5-oDpwopEkHD_hxu_FgBZsMKWSZ0Pl1B4YSVUuQ=w72-h72-p-rp-mo-ba2-br100,Shendy A,Local Guide Â· 19 reviews Â· 3 photos,2 years ago,Serious dentist. The patch has just come off,Klinik UKSW,serious dentist the patch has just come off,Dokter Gigi Serius Patch baru saja lepas,"['dokter', 'gigi', 'serius', 'patch', 'baru', '', 'lepas']",dokter gigi serius patch baru  lepas,Neutral
https://lh3.googleusercontent.com/a-/ALV-UjX1a8E17ssgy45uD3TQ7eCg7uAiup0oFzP_Hokjn-V_WqpJuGI=w72-h72-p-rp-mo-ba6-br100,Sentot.n HS.Pardjono (Sentot.n),Local Guide Â· 552 reviews Â· 164 photos,3 years ago,"Regular and fast service, health procedures are also very strictly regulated",Klinik UKSW,regular and fast service health procedures are also very strictly regulated,Prosedur kesehatan layanan reguler dan cepat juga diatur dengan sangat ketat,"['prosedur', 'sehat', 'layan', 'reguler', '', 'cepat', '', 'atur', '', 'sangat', 'ketat']",prosedur sehat layan reguler  cepat  atur  sangat ketat,Positive
https://lh3.googleusercontent.com/a-/ALV-UjXamuGJOGmGwlhjYOXlNv8-a3jkE3xwrvPrz3xOHVPEjFYglVA=w72-h72-p-rp-mo-br100,Apri Anto,5 reviews,a year ago,GK is friendly,Klinik UKSW,gk is friendly,GK ramah,['ramah'],ramah,Positive
https://lh3.googleusercontent.com/a/ACg8ocK9mXhe0LX3w1UEfh--im7pUIqOxOrwsG-OuJ69_ej1moftjg=w72-h72-p-rp-mo-br100,Adna Febri Aryanti,2 reviews,a year ago,The waiter is very good,Klinik UKSW,the waiter is very good,Pelayannya sangat bagus,"['layan', 'sangat', 'bagus']",layan sangat bagus,Positive
https://lh3.googleusercontent.com/a-/ALV-UjXKDJzRv483ZwP7Y4gQz0PvoZ73FA6cg00NFIYM2X8ZVKi6wA=w72-h72-p-rp-mo-br100,AGOES COWBOY VAN HALSING Alejandro,1 review Â· 6 photos,8 years ago,I feel comfortable with the service,Klinik UKSW,i feel comfortable with the service,Saya merasa nyaman dengan layanan ini,"['saya', 'rasa', 'nyaman', '', 'layan', '']",saya rasa nyaman  layan ,Positive
